epoch,train_loss
<<<<<<< HEAD
1,0.00037252435921733275
2,0.00021547252787118342
3,0.00014093218046189372
4,0.00010048893967754116
5,7.388698748524267e-05
6,5.471457259983397e-05
7,4.18208879170835e-05
8,3.280014112378101e-05
9,2.5743667079471225e-05
10,2.0545782487067577e-05
11,1.6818446407305084e-05
12,1.4027623291584279e-05
13,1.200978538435437e-05
14,1.027430015585892e-05
15,9.062553595511066e-06
=======
1,0.00037227611240875786
2,0.00021582124342857558
3,0.00014049354348896173
4,0.00010011385467184719
5,7.424090050947261e-05
6,5.5661806815479926e-05
7,4.231948047986406e-05
8,3.306188245276188e-05
9,2.586752711104829e-05
10,2.0532132706564588e-05
11,1.6848185407629576e-05
12,1.4083575282363891e-05
13,1.2040435854028604e-05
14,1.0422590378131484e-05
15,9.155247147665141e-06
>>>>>>> 66b4022f6423a9cf70811197b4a4997b50516d4a
