epoch,train_loss
<<<<<<< HEAD
1,0.00037314652658748546
2,0.00021663968248494827
3,0.00014388675738225367
4,0.00010153542303749219
5,7.446410394285784e-05
6,5.5773617524621834e-05
7,4.29952080558289e-05
8,3.363582942552982e-05
9,2.6521096741566522e-05
10,2.12290426944431e-05
11,1.7480958460312946e-05
12,1.4530057768241511e-05
13,1.2425896596346196e-05
14,1.0768711428938112e-05
15,9.433401258580151e-06
=======
1,0.00037251755044546465
2,0.00021535193287226478
3,0.00014128356542985473
4,9.997051618654431e-05
5,7.404226694456382e-05
6,5.5801981822314324e-05
7,4.316535974853966e-05
8,3.3905007256314535e-05
9,2.6995163619281825e-05
10,2.1747479179977534e-05
11,1.763242233311147e-05
12,1.4631820247072142e-05
13,1.2492216502014089e-05
14,1.0748826695645058e-05
15,9.402924000648597e-06
>>>>>>> 0b9ae29067b4cb638361150ce318cabb35c8f587
