epoch,train_loss
<<<<<<< HEAD
1,0.00037290064787223455
2,0.00025209773388402897
3,0.00022126847289938368
4,0.0002040149590826995
5,0.00019236813620923386
6,0.0001839383459772501
7,0.00017795682116791337
8,0.0001730704768676789
9,0.0001693665636578815
10,0.00016565028283495724
11,0.00016303973885902233
12,0.0001604011193741999
13,0.00015822567507581468
14,0.00015591295798095478
15,0.00015371148389492986
=======
1,0.0003722594102903816
2,0.0002169551056513898
3,0.00014361180617637794
4,0.00010078607107483308
5,7.39667348180497e-05
6,5.5225096465382334e-05
7,4.178074912156388e-05
8,3.260159393128153e-05
9,2.5726516437435274e-05
10,2.034378209509934e-05
11,1.6769891415728425e-05
12,1.3844040279323291e-05
13,1.186903774847848e-05
14,1.0189602263447052e-05
15,8.922475984901064e-06
>>>>>>> 0b9ae29067b4cb638361150ce318cabb35c8f587
