epoch,train_err
1,0.40462466043861395
2,0.2062545550917644
3,0.1663969105829571
4,0.14705965868756565
5,0.1345183670765066
6,0.12425817076979867
7,0.11699841932400072
8,0.11141399513492536
9,0.10644480411922272
10,0.1018542181332879
11,0.09865500563174982
12,0.09523809523809523
13,0.09103557940767243
14,0.08997548532432253
15,0.0881203206784602
16,0.08547008547008547
17,0.0824696406091755
18,0.08129596501689525
19,0.08067126671777834
20,0.07871198568872988
21,0.07816300839556653
22,0.0769514723003095
23,0.0746609118702142
24,0.07343991064921297
25,0.07335472451751522
26,0.07184030439844394
27,0.07038267503383783
28,0.06969172085451156
29,0.06911434818411563
30,0.06762832344227693
31,0.06655876423318284
32,0.06538508864090259
33,0.06528097225771644
34,0.06463734370711115
35,0.06301880720485371
36,0.06278217906124883
37,0.0613624101996195
38,0.0607282467747584
39,0.06001836234394374
40,0.059582966559710744
41,0.058541802727849236
42,0.05900559388931482
43,0.058380895590197913
44,0.0575763599019413
45,0.056838080093894044
46,0.056497335567103006
47,0.0560903351601026
48,0.055049171328241095
49,0.05392282136468183
50,0.054149984382542524
